Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2019-06-02,"Into White",5.9,,https://www.mountainproject.com/route/110021861/into-white,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > East Side > (3) Hand Job Wall",1.9,-1,Lead,Onsight,Trad,,55,2400
2019-06-02,"Lion's Jaw",5.8,,https://www.mountainproject.com/route/105820721/lions-jaw,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.1,-1,Lead,Onsight,Trad,,80,2100
2019-06-01,"Double Trouble",5.10b,,https://www.mountainproject.com/route/105793960/double-trouble,1,"Oregon > Central Oregon > Smith Rock > (l) Christian Brothers > Christian Brothers - East Side",2.9,-1,Lead,Flash,Sport,,60,2900
2019-06-01,"Llama Sutra",5.12a,"1 fall at pocket throw, tried to get on quickly after and sent the rest ",https://www.mountainproject.com/route/107304347/llama-sutra,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (2) Llama Wall",2.2,-1,Lead,Fell/Hung,Sport,,90,6600
2019-06-01,"Llama Sutra",5.12a,"first try, 4 or 5 falls at pocket throw, 1 at crux after it",https://www.mountainproject.com/route/107304347/llama-sutra,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (2) Llama Wall",2.2,-1,Lead,Fell/Hung,Sport,,90,6600
2019-06-01,"Entering Relativity",5.11a,,https://www.mountainproject.com/route/107283574/entering-relativity,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (2) Llama Wall",3.1,-1,Lead,Onsight,Sport,,100,4600
2019-06-01,"Wannabe Llamas",5.8,,https://www.mountainproject.com/route/108166810/wannabe-llamas,1,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (2) Llama Wall",1.8,-1,Lead,Flash,Sport,,40,2100
2019-05-31,"Pet Cemetary",5.11b,"totally cheated and used the crack shwoops",https://www.mountainproject.com/route/106152138/pet-cemetary,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.3,-1,Lead,Onsight,Sport,,70,4900
2019-05-31,Crack-A-No-Go,"5.11b PG13",,https://www.mountainproject.com/route/105793286/crack-a-no-go,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.5,-1,TR,,Trad,,80,4900
2019-05-31,"Blood Clot",5.10b,,https://www.mountainproject.com/route/105809717/blood-clot,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.5,-1,TR,,Trad,,90,2900
2019-05-31,"Cruel Sister",5.10a,,https://www.mountainproject.com/route/105791785/cruel-sister,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (3) Catwalk Cliff",3.6,-1,Lead,Flash,Trad,,80,2600
2019-05-29,"Fine Jade",5.11a,"led the first two pitches, Aaron led the last two taking the 11a bolted pitch",https://www.mountainproject.com/route/105717322/fine-jade,4,"Utah > Southeast Utah > Castle Valley > The Rectory",3.9,-1,Lead,Onsight,Trad,,,4600
2019-05-28,"The Sundial","5.9 PG13","honestly the pro is not that bad. couple really solid nuts",https://www.mountainproject.com/route/106928644/the-sundial,1,"Utah > Southeast Utah > Fisher Towers > Sundial",1.9,-1,Lead,Onsight,Trad,,25,2400
2019-05-28,"Pocket  Rocket",5.10c,,https://www.mountainproject.com/route/106297965/pocket-rocket,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Day Canyon Cragging Routes",3.5,-1,Lead,Onsight,Sport,,65,3200
2019-05-28,"Christine's Way Buff Saab",5.9+,,https://www.mountainproject.com/route/105717523/christines-way-buff-saab,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Day Canyon Cragging Routes",2.8,-1,Lead,Onsight,Trad,,,2500
2019-05-28,"Brush Painted Datsun",5.10b/c,"almost punted off right before the anchors! switched to lie backing for the last moves. slick feet, yikes! ",https://www.mountainproject.com/route/105718138/brush-painted-datsun,1,"Utah > Southeast Utah > Potash Road > Day Canyon > Day Canyon Cragging Routes",3.7,-1,Lead,Onsight,Trad,,70,3100
2019-05-28,"Stolen Chimney","5.10 A0","swapped with connor, freed the bolt ladders on TR led the other pitches",https://www.mountainproject.com/route/105717310/stolen-chimney,4,"Utah > Southeast Utah > Fisher Towers > Ancient Art",3.7,-1,Lead,Onsight,"Trad, Aid",,,3000
2019-05-25,"Kor-Ingalls Route",5.9+,"led all the pitches with Amy. stooooooked that the off width went well. super fun. ",https://www.mountainproject.com/route/105717289/kor-ingalls-route,4,"Utah > Southeast Utah > Castle Valley > Castleton Tower",3.4,-1,Lead,Onsight,Trad,,,2500
2019-05-21,"Hallow Souls",5.9,,https://www.mountainproject.com/route/105717586/hallow-souls,2,"Utah > Southeast Utah > Kane Springs Canyon > Space Tower Area",3.3,-1,Lead,Onsight,Trad,,,2400
2019-05-20,"Brush Your Teeth",5.9,,https://www.mountainproject.com/route/107920861/brush-your-teeth,1,"Utah > Southeast Utah > Kane Springs Canyon > Ice Cream Parlor",2.8,-1,Lead,Onsight,"Trad, Sport",,70,2400
2019-05-20,"Critical Mass",5.8,,https://www.mountainproject.com/route/106136658/critical-mass,1,"Utah > Southeast Utah > Kane Springs Canyon > Ice Cream Parlor",2.5,-1,Lead,Onsight,Trad,,60,2100
2019-05-19,"She-la the Peeler",5.9,,https://www.mountainproject.com/route/107598703/she-la-the-peeler,1,"Utah > Southeast Utah > Potash Road > Wall Street",2.1,-1,Lead,Onsight,Sport,,90,2400
2019-05-19,"Slab Route",5.7,,https://www.mountainproject.com/route/106294412/slab-route,1,"Utah > Southeast Utah > Potash Road > Wall Street",1.7,-1,Lead,Onsight,Sport,,90,1800
2019-05-15,"Outside Corner",5.7,"took colin up his first multipitch! this thing had me smiling and laughing the whole way up. P3 is dope.",https://www.mountainproject.com/route/105740009/outside-corner,3,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > JHCOB Wall",3.4,-1,Lead,Onsight,Trad,,450,1800
2019-05-14,"Enter the Dragon",5.11-,"swapped leads with Chris, led P2 SO GOOD",https://www.mountainproject.com/route/106613481/enter-the-dragon,3,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Dragon Arch",3.8,-1,Lead,Onsight,Trad,,300,4700
2019-05-13,"The Green Adjective",5.9+,,https://www.mountainproject.com/route/105740051/the-green-adjective,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Green Adjective Gully",3.6,-1,Lead,Onsight,Trad,,250,2500
2019-05-13,"Touch Up",5.9+,,https://www.mountainproject.com/route/105740093/touch-up,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Green Adjective Gully",3.0,-1,Lead,Onsight,Trad,,150,2500
2019-05-09,"Wrecking Ball",5.11a,,https://www.mountainproject.com/route/105740258/wrecking-ball,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Challenge Buttress > North and West Faces",2.3,-1,Lead,Redpoint,Sport,,40,4600
2019-05-09,"Wrecking Ball",5.11a,"1 fall",https://www.mountainproject.com/route/105740258/wrecking-ball,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Challenge Buttress > North and West Faces",2.3,-1,Lead,Fell/Hung,Sport,,40,4600
2019-05-09,"Hollow Man",5.9,,https://www.mountainproject.com/route/105740249/hollow-man,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Challenge Buttress > North and West Faces",3.0,-1,Lead,Flash,Sport,,70,2400
2019-05-09,"Cross Town",5.11c,"thrutched my way up it!",https://www.mountainproject.com/route/105741233/cross-town,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > S-Curves > S-Curve - Lower",2.5,-1,Lead,Fell/Hung,Sport,,60,5200
2019-05-09,Unknown,5.10d,"did this on accident!",https://www.mountainproject.com/route/107767790/unknown,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > S-Curves > S-Curve - Lower",1.8,-1,Lead,Fell/Hung,Sport,,35,3500
2019-05-09,"Black Monday",5.11a,,https://www.mountainproject.com/route/105740930/black-monday,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > S-Curves > S-Curve - Lower",3.3,-1,Lead,Redpoint,Sport,,70,4600
2019-05-09,"Chorus Line",5.9,,https://www.mountainproject.com/route/105740330/chorus-line,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > S-Curves > S-Curve - Lower",1.9,-1,Lead,Onsight,Sport,,80,2400
2019-05-09,"Red Light District",5.10a,,https://www.mountainproject.com/route/105739919/red-light-district,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > S-Curves > S-Curve - Lower",1.9,-1,Lead,Onsight,Sport,,70,2600
2019-05-03,"Day as Night",5.9+,,https://www.mountainproject.com/route/105741998/day-as-night,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Storm Mountain Picnic Area > Damned Wall",2.5,-1,Lead,Onsight,Sport,,80,2500
2019-05-03,"I Ran To Afghanistan",5.6,,https://www.mountainproject.com/route/107624371/i-ran-to-afghanistan,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Storm Mountain Picnic Area > Reservoir Ridge",2.3,-1,Lead,Onsight,Sport,,110,1600
2019-05-03,"Dam Fine Cracks",5.8,,https://www.mountainproject.com/route/107832168/dam-fine-cracks,1,"Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon > Storm Mountain Picnic Area > Damned Wall",2.7,-1,Lead,Onsight,Trad,,100,2100
2019-04-17,"Puckered and Tuckered",5.11a,"took once at the second clip, hard clip, fell twice up top.",https://www.mountainproject.com/route/113491140/puckered-and-tuckered,1,"New York > Thacher State Park > Horseshoe North Cliff > Dark Block",2.7,-1,Lead,Fell/Hung,Sport,,75,4600
2019-04-17,Mutt,5.10a,,https://www.mountainproject.com/route/114454569/mutt,1,"New York > Thacher State Park > Horseshoe North Cliff > Dark Block",3.5,-1,Lead,Onsight,Sport,,85,2600
2019-04-17,"Little Black Rain Cloud",5.9,,https://www.mountainproject.com/route/113639586/little-black-rain-cloud,1,"New York > Thacher State Park > Hailes Cave South > Fern Garden",2.9,-1,Lead,Flash,Sport,,50,2400
2019-03-24,"Green Wall",5.7,"swapped with Matt, led p1",https://www.mountainproject.com/route/105917255/green-wall,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.3,-1,Lead,Onsight,Trad,,,1800
2019-03-23,"Triple S",5.8+,,https://www.mountainproject.com/route/105908844/triple-s,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.6,-1,Follow,,Trad,,90,2200
2019-03-23,"Marshall's Madness - Crack of Dawn",5.10a,,https://www.mountainproject.com/route/105910406/marshalls-madness-crack-of-dawn,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Onsight,Trad,,200,2600
2019-03-23,"Nubbin Drubbin",5.10a,,https://www.mountainproject.com/route/113205281/nubbin-drubbin,1,"West Virginia > Seneca Rocks > North Peak - East Face",2.7,-1,Lead,Onsight,"Sport, TR",,70,2600
2019-03-23,"Unrelenting Verticality",5.9,,https://www.mountainproject.com/route/106060116/unrelenting-verticality,1,"West Virginia > Seneca Rocks > North Peak - East Face",3.0,-1,Follow,,Trad,,65,2400
2019-03-23,"Heat Lichening",5.10a,,https://www.mountainproject.com/route/116605015/heat-lichening,1,"West Virginia > Seneca Rocks > North Peak - East Face",2.0,-1,Follow,,Trad,,70,2600
2019-03-23,"Lichen or Leave It",5.8,,https://www.mountainproject.com/route/106058493/lichen-or-leave-it,1,"West Virginia > Seneca Rocks > North Peak - East Face",3.5,-1,Lead,Onsight,Trad,,90,2100
2019-03-22,Castor,5.10a,"we went all the way to the summit via an second pitch that was super fun! juggy mini roof pull was dope",https://www.mountainproject.com/route/105868616/castor,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.4,-1,Follow,,Trad,,80,2600
2019-03-22,Pollux,5.10a,,https://www.mountainproject.com/route/105868626/pollux,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.4,-1,Lead,Onsight,Trad,,45,2600
2019-03-22,"Alcoa Presents",5.8,,https://www.mountainproject.com/route/106171592/alcoa-presents,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.2,-1,Follow,,Trad,,50,2100
2019-03-22,"Conn's East Direct",5.8,,https://www.mountainproject.com/route/105908805/conns-east-direct,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",2.5,-1,Lead,Onsight,Trad,,80,2100
2019-01-05,"Unknown Right",WI4,,https://www.mountainproject.com/route/106648144/unknown-right,1,"New Hampshire > * NH Ice and Mixed > * North Conway Area > Trollville (Duckshead) Ice",2.9,-1,Lead,Onsight,Ice,,60,33000
2018-12-17,"East Vail Falls (aka Pitkin Creek Falls)",WI3-4,,https://www.mountainproject.com/route/105747461/east-vail-falls-aka-pitkin-creek-falls,1,"Colorado > CO Ice & Mixed > Vail Ice > East Vail Falls area",2.3,3,Lead,Onsight,"Trad, Ice",,,32500
2018-12-02,"Sky Ridge","5.8 R","only two pitches and bailed cuz we were freeeeezin ",https://www.mountainproject.com/route/105826816/sky-ridge,2,"Oregon > Central Oregon > Smith Rock > (m) Smith Rock Group > (1) Northeast Face",3.1,-1,Lead,,Trad,,200,2100
2018-12-01,"Morning Sky",5.10c,,https://www.mountainproject.com/route/105800402/morning-sky,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",3.0,-1,Lead,Onsight,Sport,,90,3200
2018-12-01,"Light on the Path",5.10a,,https://www.mountainproject.com/route/105789064/light-on-the-path,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.9,-1,Lead,Onsight,Sport,,60,2600
2018-12-01,"The Outsiders",5.9,,https://www.mountainproject.com/route/105820726/the-outsiders,1,"Oregon > Central Oregon > Smith Rock > (g) Morning Glory Wall",2.9,-1,Lead,Onsight,Sport,,80,2400
2018-11-26,"Wind Dummy",5.9,,https://www.mountainproject.com/route/109604190/wind-dummy,1,"Washington > South-West & Tacoma > Columbia Gorge > OH8",2.4,-1,Lead,Onsight,Sport,,65,2400
2018-11-26,Sasquatch,5.11a,"rp on the second go",https://www.mountainproject.com/route/109604208/sasquatch,1,"Washington > South-West & Tacoma > Columbia Gorge > OH8",3.7,-1,Lead,Redpoint,Trad,,65,4600
2018-11-26,Sasquatch,5.11a,,https://www.mountainproject.com/route/109604208/sasquatch,1,"Washington > South-West & Tacoma > Columbia Gorge > OH8",3.7,-1,Lead,Fell/Hung,Trad,,65,4600
2018-11-24,"The Measure of Pleasure",5.7,,https://www.mountainproject.com/route/111644846/the-measure-of-pleasure,1,"Washington > South-West & Tacoma > Columbia Gorge > Wankers Columns",3.0,-1,TR,,Trad,,50,1800
2018-11-24,"Hanz Crack",5.6,,https://www.mountainproject.com/route/111644804/hanz-crack,1,"Washington > South-West & Tacoma > Columbia Gorge > Wankers Columns",3.0,-1,,,Trad,,50,1600
2018-11-24,"Mouse in a Microwave",5.9,,https://www.mountainproject.com/route/113953154/mouse-in-a-microwave,1,"Washington > South-West & Tacoma > Columbia Gorge > Wankers Columns",2.8,-1,TR,,"Trad, TR",,50,2400
2018-11-21,"Bad Finger",5.10b,,https://www.mountainproject.com/route/105804599/bad-finger,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (2) Wildfire Wall",3.8,-1,Lead,Onsight,Trad,,,2900
2018-11-21,Gruff,5.10a,,https://www.mountainproject.com/route/105803718/gruff,1,"Oregon > Central Oregon > Smith Rock > (z) Lower Gorge > West Side > (2) Wildfire Wall",3.2,-1,Lead,Onsight,Trad,,75,2600
2018-11-20,"Olive Oil",5.7,"swapped with Joe 4 pitches",https://www.mountainproject.com/route/105732494/olive-oil,5,"Nevada > Southern Nevada > Red Rock > 11-Juniper Canyon > Rose Tower",3.3,-1,Lead,Onsight,Trad,,600,1800
2018-11-18,"Unimpeachable Groping",5.10b,"just p1 then rapped off, cold and tired haha",https://www.mountainproject.com/route/105732431/unimpeachable-groping,1,"Nevada > Southern Nevada > Red Rock > 11-Juniper Canyon > Ginger Buttress",3.5,-1,Lead,Onsight,Sport,,760,2900
2018-11-17,Y2K,5.10a,"led all pitches. def scary gear end of p4!",https://www.mountainproject.com/route/105732287/y2k,4,"Nevada > Southern Nevada > Red Rock > 10-Pine Creek Canyon > Mescalito > East Face",3.0,-1,Lead,Onsight,Trad,,400,2600
2018-11-16,"Triassic Sands",5.10,"did first 4 with kev and joe, led p2 p4",https://www.mountainproject.com/route/105732392/triassic-sands,4,"Nevada > Southern Nevada > Red Rock > 16-Black Velvet Canyon > Whiskey Peak > North Face",3.8,-1,Lead,Onsight,Trad,,700,3000
2018-11-15,"Plan F - first pitch (5.9)",5.10a,,https://www.mountainproject.com/route/107793518/plan-f-first-pitch-59,1,"Nevada > Southern Nevada > Red Rock > 07-Willow Spring > Ragged Edges Area",3.0,-1,Lead,Onsight,Trad,,50,2600
2018-11-09,"Chillin at the Grill",5.11c,"1 fall, 1 take",https://www.mountainproject.com/route/107034924/chillin-at-the-grill,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Social Platform",3.2,-1,Lead,Fell/Hung,Sport,,70,5200
2018-11-09,"Humbly, Mumbly, Jumbly",5.10b,,https://www.mountainproject.com/route/105897283/humbly-mumbly-jumbly,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.7,-1,Lead,Onsight,Sport,,80,2900
2018-11-09,"Crowd Pleaser",5.9,,https://www.mountainproject.com/route/105897024/crowd-pleaser,1,"California > Sierra Eastside > Bishop Area > Owens River Gorge > Central Gorge > Warm Up Wall",2.7,-1,Lead,Onsight,Sport,,80,2400
2018-11-02,"East Face",5.7,"6 pitches plus simuling and some solo to the summit",https://www.mountainproject.com/route/105792077/east-face,6,"California > High Sierra > 14 - Whitney & Surrounding Peaks > Mt. Whitney",3.4,-1,Lead,Onsight,"Trad, Alpine",,1000,1800
2018-10-28,Stemmer,5.10b,,https://www.mountainproject.com/route/105735113/stemmer,1,"California > San Francisco Bay Area > Mickey's Beach > Main Rock",2.2,-1,Lead,Pinkpoint,"Sport, TR",,50,2900
2018-10-25,"South Face","5.8 C1","went to top of pitch 9, opting to skip pitch 10, two nights on dinner ledge, swapped leads with Mac",https://www.mountainproject.com/route/105847471/south-face,11,"California > Yosemite National Park > Yosemite Valley > Valley North Side > I. Washington Column",3.5,-1,Lead,Onsight,"Trad, Aid",,1200,2100
2018-10-24,"Central Pillar of Frenzy",5.9,"swapped with mac, p2, p4",https://www.mountainproject.com/route/105862930/central-pillar-of-frenzy,5,"California > Yosemite National Park > Yosemite Valley > Valley South Side > P. Cathedral Area > 6. Middle Cathedral Rock",3.8,-1,Lead,Onsight,Trad,,500,2400
2018-10-23,"El Cap Tree","5.7 C1-2","aid lead of P1",https://www.mountainproject.com/route/107057624/el-cap-tree,1,"California > Yosemite National Park > Yosemite Valley > Valley North Side > B. El Capitan > 1. Base Routes > Southeast Base",2.6,-1,Lead,Onsight,"Trad, Aid",,400,1800
2018-10-21,"Sons of Yesterday",5.10-,,https://www.mountainproject.com/route/105862915/sons-of-yesterday,6,"California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches",3.9,-1,Lead,Onsight,Trad,,600,2700
2018-10-21,"Serenity Crack","5.10d PG13","led P1 and P3, so close to falling on P3 but hung on!",https://www.mountainproject.com/route/105862912/serenity-crack,3,"California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches",3.8,-1,Lead,Onsight,Trad,,350,3500
2018-10-20,"Trial By Fire",5.8,"bailed off a bolt on the line to the right. only had a #4 so wasnt stoked on the middle bit. :/",https://www.mountainproject.com/route/106348791/trial-by-fire,1,"California > Yosemite National Park > Yosemite Valley > Valley North Side > H. Royal Arches Area > Royal Arches > Western Royal Arches",2.7,-1,Lead,Fell/Hung,Trad,,150,2100
2018-10-20,"Black is Brown",5.9,,https://www.mountainproject.com/route/105874694/black-is-brown,1,"California > Yosemite National Park > Yosemite Valley > Valley North Side > G. Church Bowl",1.8,-1,Follow,,Trad,,145,2400
2018-10-05,"Grand Giraffe",5.10a,"off width is hard, connected to last two pitches of ruper",https://www.mountainproject.com/route/105751315/grand-giraffe,3,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Tower One",3.4,-1,Lead,Fell/Hung,Trad,,,2600
2018-10-03,"The Art of Dreaming",5.12,"flailed all over this thing",https://www.mountainproject.com/route/105756103/the-art-of-dreaming,1,"Colorado > Boulder > Boulder Canyon > Lower Dream Canyon > Plotinus Wall > Left Side",2.6,-1,Lead,Fell/Hung,Sport,,,7000
2018-10-03,"Chore Boy",5.10b,,https://www.mountainproject.com/route/105758940/chore-boy,1,"Colorado > Boulder > Boulder Canyon > Lower Dream Canyon > Plotinus Wall > Left Side",2.6,-1,Lead,Onsight,Trad,,105,2900
2018-10-03,"Mr. Sandman",5.10a,,https://www.mountainproject.com/route/105764985/mr-sandman,1,"Colorado > Boulder > Boulder Canyon > Lower Dream Canyon > Plotinus Wall > Left Side",2.8,-1,Lead,Onsight,Sport,,80,2600
2018-10-02,"Center Route",5.11a/b,"just p1",https://www.mountainproject.com/route/105750400/center-route,1,"Colorado > Boulder > Eldorado Canyon SP > Rincon > Rincon - Center Route & R",3.8,-1,Lead,Onsight,Trad,,,4800
2018-10-02,Rincon,5.11a,"led first two pitches as 1, followed the crux 3rd pitch. sick!",https://www.mountainproject.com/route/105748942/rincon,3,"Colorado > Boulder > Eldorado Canyon SP > Rincon > Rincon - Center Route & R",3.5,-1,Lead,Onsight,Trad,,,4600
2018-10-01,Ruper,5.8+,,https://www.mountainproject.com/route/105748774/ruper,3,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Tower One",3.6,-1,Lead,Onsight,Trad,,,2200
2018-10-01,"Darkness 'til Dawn",5.10a,,https://www.mountainproject.com/route/105750565/darkness-til-dawn,1,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Lumpe to the top",3.6,-1,Lead,Onsight,Trad,,140,2600
2018-09-29,"Disappearing Act (aka Kryptonite)",5.11a,"hardest trad onsight to date, stoked!",https://www.mountainproject.com/route/105749425/disappearing-act-aka-kryptonite,1,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Lumpe to the top",3.6,-1,Lead,Onsight,Trad,,140,4600
2018-09-29,"Blind Faith",5.10a,"swapped with drew, led p1",https://www.mountainproject.com/route/105748639/blind-faith,2,"Colorado > Boulder > Eldorado Canyon SP > The Bastille > The Bastille - W Face",3.5,-1,Lead,Onsight,Trad,,200,2600
2018-09-29,"Sunset Boulevard",5.11b,,https://www.mountainproject.com/route/105756595/sunset-boulevard,1,"Colorado > Boulder > Eldorado Canyon SP > The Bastille > The Bastille - W Face",3.3,-1,Lead,Onsight,Sport,,,4900
2018-09-29,"The Bastille Crack",5.7,"swapped leads with drew, combined 1+2, 3+4, took the ""fun"" variation finish",https://www.mountainproject.com/route/105748490/the-bastille-crack,3,"Colorado > Boulder > Eldorado Canyon SP > The Bastille > The Bastille - N Face",3.5,-1,Lead,Onsight,Trad,,350,1800
2018-09-28,"Wolf's Tooth",5.8+,"Did pitch 2 as part of the conad&#39;s linkup",https://www.mountainproject.com/route/105749089/wolfs-tooth,1,"Colorado > Estes Park Valley > Lumpy Ridge > Twin Owls",3.3,-1,,,Trad,,,2200
2018-09-27,"Conan's Gonads (Conad's)",5.9,"Connected to the second pitch of Wolf&#39;s Tooth",https://www.mountainproject.com/route/105763716/conans-gonads-conads,2,"Colorado > Estes Park Valley > Lumpy Ridge > Twin Owls",3.6,-1,Lead,Onsight,Trad,,,2400
2018-09-27,"Finger Crack",5.11b,"tred it clean after leading",https://www.mountainproject.com/route/105749101/finger-crack,1,"Colorado > Estes Park Valley > Lumpy Ridge > Little Twin Owls",3.1,-1,TR,,"Trad, TR",,,4900
2018-09-27,"Finger Crack",5.11b,"took three times",https://www.mountainproject.com/route/105749101/finger-crack,1,"Colorado > Estes Park Valley > Lumpy Ridge > Little Twin Owls",3.1,-1,Lead,Fell/Hung,"Trad, TR",,,4900
2018-09-26,Sidetrack,5.9,"combined 1&2, 3&4, pitched out 5, 6, and 7 was a scramble basically",https://www.mountainproject.com/route/105750193/sidetrack,5,"Colorado > Estes Park Valley > Lumpy Ridge > Sundance Buttress",3.5,-1,Lead,Onsight,Trad,,900,2400
2018-09-25,"The 37th Cog in Melvin's Wheel aka Melvin's Wheel",5.8,,https://www.mountainproject.com/route/105756799/the-37th-cog-in-melvins-wheel-aka-melvins-wheel,4,"Colorado > Estes Park Valley > Lumpy Ridge > The Bookmark",3.4,-1,Lead,Onsight,Trad,,,2100
2018-09-25,"Romulan Territory",5.10b,"lead pitches 2 and 3. soooo good",https://www.mountainproject.com/route/105749074/romulan-territory,3,"Colorado > Estes Park Valley > Lumpy Ridge > The Bookmark",3.7,4,Lead,Onsight,Trad,,,2900
2018-09-23,"South Face",5.8,,https://www.mountainproject.com/route/105749770/south-face,8,"Colorado > Alpine Rock > RMNP - Rock > Petit Grepon",3.7,-1,Lead,Onsight,"Trad, Alpine",,,2100
2018-09-22,"Tell-Tale Heart",5.12b,,https://www.mountainproject.com/route/105748424/tell-tale-heart,1,"Colorado > Boulder > Boulder Canyon > Easter Rock",3.5,-1,Lead,Fell/Hung,Sport,,,6900
2018-09-20,"Rebuffat's Arete",5.7,"as part of green spur to rewrite ",https://www.mountainproject.com/route/108095626/rebuffats-arete,1,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Lumpe to the top",3.7,-1,Lead,Onsight,Trad,,190,1800
2018-09-20,Rewritten,5.7,,https://www.mountainproject.com/route/105750106/rewritten,3,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Lumpe to the top",3.7,-1,Lead,Onsight,Trad,,650,1800
2018-09-20,"The Green Spur",5.9+,"linked the two pitches",https://www.mountainproject.com/route/105748645/the-green-spur,1,"Colorado > Boulder > Eldorado Canyon SP > Redgarden Wall > Redgarden - Lumpe to the top",3.5,-1,Lead,Onsight,Trad,,,2500
2018-09-16,"Little Chief",5.6,,https://www.mountainproject.com/route/109476071/little-chief,1,"Utah > Northeast Utah > Uinta Mountains > Ruth Lake > Chief Wall",2.0,-1,Lead,Onsight,Sport,,45,1600
2018-09-16,Tatanka-lyotanka,5.10b/c,,https://www.mountainproject.com/route/105741806/tatanka-lyotanka,1,"Utah > Northeast Utah > Uinta Mountains > Ruth Lake > Chief Wall",2.6,-1,Lead,Onsight,Sport,,50,3100
2018-09-16,"Peace Treaty",5.9,,https://www.mountainproject.com/route/105741134/peace-treaty,1,"Utah > Northeast Utah > Uinta Mountains > Ruth Lake > Good Medicine Area",2.9,-1,Lead,Onsight,Sport,,60,2400
2018-09-16,"Good Medicine",5.12a,"1 fall and a hang then figured it out",https://www.mountainproject.com/route/106846282/good-medicine,1,"Utah > Northeast Utah > Uinta Mountains > Ruth Lake > Good Medicine Area",3.5,-1,Lead,Fell/Hung,Sport,,50,6600
2018-09-15,Pentapitch,5.8,,https://www.mountainproject.com/route/105739895/pentapitch,4,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Pentapitch Area",3.5,-1,Lead,Onsight,Trad,,,2100
